channel_id,title,category,query,country,subscriber_count,roster_entry,promoted
UCtxuDDwNMrV_nyE_yrTk3dQ,Life with Nisal & Sakunika,People & Blogs,Sri Lanka couple vlog,LK,1050,lifewithnisalsakunika,True
UCOAtX4QV20QeOepA6BxMqfg,Our Sri Lankan Diary ,People & Blogs,Sri Lanka couple vlog,,15900,oursrilankandiary,False
UCcJpqRpi5w9OV11xtYgUSUQ,Jesi Vlogs,People & Blogs,Sri Lanka couple vlog,LK,121000,jesivlogs,False
UCEm59e_lj_y6oP5Bm7l7r3w,Travel Couple - SL,People & Blogs,Sri Lanka couple vlog,LK,24600,travelcouplesl,True
UCWcN65lKCH_hSinByRjvNTg,Prasansa & Dilan  Vlog,People & Blogs,Sri Lanka couple vlog,,2,prasansadilan-c5g,False
UCUVPBso_lFlIZfr9rZyZoWg,Sonuu & Evuu vlog,People & Blogs,Sri Lanka couple vlog,,67,sonu-evuni_x,False
UCDRvVQA5TYL0TFYjA6jcHag,Dinush & Thilini Vlogs,People & Blogs,Sri Lanka couple vlog,LK,3840,dinush_thilinivlogs,True
UCYvt5-yBTKo0gAqFiiIn9HA,Life with Hashi,People & Blogs,Sri Lanka couple vlog,GB,4940,life_withhashi,False
UCdQyx8bwTbfohWqFqAQlGOw,Cham & Manu Vlogs,People & Blogs,Sri Lanka couple vlog,,40,chammanuvlogs,False
UC7qdij234UAVh6N7M7sszEA,AusSL Vlog,People & Blogs,Sri Lanka couple vlog,LK,3030,ausslvlog,True
UCjHhhThPvCo0Jt7NDM267Rg,Roam Diaries 🌎,People & Blogs,Sri Lanka couple vlog,,85,heshureshu,False
UCJL33sl0UYzAgAc0g3Yq5LQ,Magic Compass,People & Blogs,Sri Lanka couple vlog,US,352000,magiccompass,False
UCiOEgWwAKbfrVb795hqQc9A,Heshan Vlog,People & Blogs,Sri Lanka couple vlog,LK,377000,heshanvlog,False
UCGUyYpOkxJ3ZQKXKgoLo49Q,Travel in Europe(Norway Home),People & Blogs,Sri Lanka couple vlog,NO,196000,travelineurope,False
UCCXw0STxDknWiHY0ULP2qdw,chama,People & Blogs,Sri Lanka couple vlog,LK,343000,eatwithchama,True
UCa58mLerer3ZIjlDWIGUrsQ,Soyabean Couple,People & Blogs,Sri Lanka couple vlog,IN,559000,soyabeancouple,False
UCJcCB-QYPIBcbKcBQOTwhiA,Vj Siddhu Vlogs,People & Blogs,Sri Lanka couple vlog,IN,5970000,vjsiddhuvlog,False
UCG3QSJwsRV2nH5Fo3eoYlOA,Weekend with two heart,People & Blogs,Sri Lanka couple vlog,LK,50,malindusuharsha,True
UCwoZO_4sCD_Bi6uYDeCa1dw,Serendib Couple ,People & Blogs,Sri Lanka couple vlog,LK,210,serendib_couple,True
UCHYJQrzqqHZEi-0IPwFA5AQ, Divyanjali 🌷,People & Blogs,Sri Lanka student vlog,,13100,divyanjaligamage,False
UCL80hDnYmw6CwlBGkOGhLNQ,Sonali Senevirathne ,People & Blogs,Sri Lanka student vlog,,5380,sona_ru_s,False
UCcxri_DcuBeHM2g8yDnEt_Q,STUDY WITH HANSI ,People & Blogs,Sri Lanka student vlog,,1950,hansivlogs-p4y,False
UCnEp3XSh0qGO9656xrLK7XA,Sithesha Vlogs,People & Blogs,Sri Lanka student vlog,LK,21,sitheshavlogs,True
UCmZhSTVkzhssQKyV_vqR3ng,Bimsara Weerasooriya,People & Blogs,Sri Lanka student vlog,LK,11200,bimsara47,True
UCXa0RSFUi_KZ5Puoi2Z4e4w,Rasho vlogs 🌷,People & Blogs,Sri Lanka student vlog,,2630,rashovlogs2386,False
UC6G0crYQwOEQogyKDwrWn1A,Srilankan In Ireland,People & Blogs,Sri Lanka student vlog,IE,28400,srilankaninireland,False
UCsAFJf0tAoymBMFG73q767Q,La Student,People & Blogs,Sri Lanka student vlog,,1490,la-student,False
UCOFhOCgjIgm3JqGo6vSHQkg,Daily Studies,People & Blogs,Sri Lanka student vlog,LK,1,dailystudies8388,True
UCEHW7PX0AaScrC3IbUiKO9Q,Nethu vlog,People & Blogs,Sri Lanka student vlog,LK,62,nethuvloglk,True
UCQZR3b8KuE1ddvEGYmNHZMg,Doctor M Vlogs,People & Blogs,Sri Lanka student vlog,LK,5450,drmvlogs,True
UCQkThZohN6AuWRPOf5plLNA,Asheni's diary,People & Blogs,Sri Lanka student vlog,LK,807,ashenisdiary,True
UCLg9v-LI1lF-i1X94XUW6Nw,Dewhari Diaries | Vlogs 🌸 ,People & Blogs,Sri Lanka student vlog,,290,withdewhari,False
UCtO4DUIcCu-6txjj6OnVUig,The Lankan Scholar,People & Blogs,Sri Lanka student vlog,,40,thelankanscholar,False
UCQsuiYdra7c5TIQRsDb0w_Q,Study Vloged.,People & Blogs,Sri Lanka student vlog,,66,studyvloged.4711,False
UCbccLTP_gkiQjZyk96AhOaA,UNI VLOG 🎓,People & Blogs,Sri Lanka student vlog,,453,uni_vlog-r7t,False
UCjguZlEbLns5IgN3NM2nMlg,Shan's Dev Vlogs,People & Blogs,Sri Lanka student vlog,LK,203,pawan_dananjaya.,True
UCZlgh5fNy_cuAPWQE7b1WsA,MEDISCENES WITH DULARA,People & Blogs,Sri Lanka student vlog,LK,14000,medisceneswithdulara,True
UCSs9wxjf1Asv9HyFmMym9kQ,Rasu's Diary,People & Blogs,Sri Lanka student vlog,LK,123,rasus_diary,True
UChqifXnNgeYTBI1QbyhozSA,SamNordic Vlogs,People & Blogs,Sri Lanka student vlog,,12,samnordicvlogs-ev6bi,False
UCUI9OzdWyEZNyeCA6yGg3uQ,vlogs,People & Blogs,Sri Lanka student vlog,AU,0,chathu_m,False
UCLX_fPa06Kvk32tpcQmCBiA,UK Vlog Sri Lanka,People & Blogs,Sri Lanka student vlog,GB,3200,hemanthathalapitigodavlog,False
UCSg2a8l-mUW9gqKFjZZig8g,Vinu Vlogs💖🦋,People & Blogs,Sri Lanka student vlog,LK,19400,vinuvlogs12345,True
UCIJn4g0JqRQRZZ--V77FX4g,Lydia Martin,People & Blogs,Sri Lanka student vlog,,22400,lydiamartinmedic,False
UCS5U8OTQXzQXMET3NcRguWQ,Serena ♡,People & Blogs,Sri Lanka student vlog,LK,14600,daysofserena,True
UCZqd2Ow05JEMlpaXHdw0LWQ,Charu Vlogs,People & Blogs,Sri Lanka student vlog,LK,101,charuvlogs4237,True
UCOZPjzavOHix6mMwfefBIuA,Keshala Gimhani ,People & Blogs,Sri Lanka student vlog,,124,keshalagimhani-l8o,False
UCTJ6LFoSDSp5RnEf6ZfdaYA,rumeshi 🌷 sanuththara 11.11,People & Blogs,Sri Lanka student vlog,,17,rumeshisanuththara,False
UCJh1X_aa_HWyWf_rRWHbuWw,Life Diaries with Nansi,People & Blogs,Sri Lanka student vlog,,4850,lifediarieswithnansi,False
UCY8EQ10pq3l7kchVOiPjIcw,Manuth's Vlogs,People & Blogs,Sri Lanka student vlog,,375,manuthsvlogs,False
UC4DCS-GWdPQ3A9ukbJHB65A,Dil's Vlog,People & Blogs,Sri Lanka student vlog,LK,84,dilsvlog3238,True
UCqheHQifQ6fdY_A9PCY5y3A,Who’s NERA ?,People & Blogs,Sri Lanka student vlog,LK,96900,nera_99,False
UCJj-jhuCXTqRWSrch1HBBpw,Sheha's vlog,People & Blogs,Sri Lanka student vlog,,239,shehara-k3u,False
UCSquzAJZ72PTgZECfAEyYrQ,Hashi Vlogs,People & Blogs,Sri Lanka student vlog,LK,6780,hashiniisara,True
UCnDfXvGP0ukwuRp38EL_mTQ,Lankan in Melbourne,People & Blogs,Sri Lanka student vlog,AU,256000,lankaninmelbourne,False
UCmnOYj9e1G4MUSyyVK-A9Cg,Uni Vlog LK,People & Blogs,Sri Lanka student vlog,LK,11,univloglk,True
UCV-XkgAkUW9kqiIdf7v8cvQ,Study with Sakindu,People & Blogs,Sri Lanka student vlog,,7,sakindusithsanda-p6g,False
UC7SqusQkpNX1hRjRvD_1Ong,Student in SriLanka,People & Blogs,Sri Lanka student vlog,LK,2380,studentinsrilanka,True
UCgKQVhp6Xx_wmv36vGcifyg,Nawodya Abeysekara ,People & Blogs,Sri Lanka student vlog,,14000,iruninawodayasenu,False
UCyYBKd6IiCMXBVGuMT2lfMg,Student in Sri Lanka,People & Blogs,Sri Lanka student vlog,,0,studentinsrilanka2001,False
UCIzcYAORqvMXpEAH41rXIag,Kavishka Sashmitha,People & Blogs,Sri Lanka student vlog,,205,kavishkasashmitha,False
UCLiNBCRs8iHYo6K1KEC8c6Q,WUSL Student Vlog,People & Blogs,Sri Lanka student vlog,,11,wusl_student,False
UCx2W4z7NTCBuYYZcgDwVpsQ,Tharuu Vlogs,People & Blogs,Sri Lanka student vlog,,31,tharuuvlogs1846,False
UCuO1Re-8LuRRFvXFuRR2y4A,Prishal Morapitiya,People & Blogs,Sri Lanka student vlog,,586,prishalmora,False
UCs1sZheRYqTjA0VFlM1P2NQ,කැම්පස් කොල්ලා,People & Blogs,Sri Lanka student vlog,,175,alokabandara-h6k,False
UCee7ZdC9tyirpBd1KaJT6DQ,Tara’s Vlogs,People & Blogs,Sri Lanka student vlog,,24600,tarasvlogsyt,False
UC_3_FgfsOhlkBjFzQnJUkEQ,Yuseirahh,People & Blogs,Sri Lanka student vlog,LK,683,studywithyuseirah,True
UC2qLUEyhjFGgtQ_R8ggvJYw,It’s me Subu,People & Blogs,Sri Lanka student vlog,,21,itsmesubu-s2h,False
UCtet32se3xHh9R_ZovU6F4w,Leti Vlogs ,People & Blogs,Sri Lanka student vlog,,4,letivlogs03,False
UCw_2KqLF3FEIEcvQTiBf4lw,Sadi Suba's Vlogs 🖤🌜,People & Blogs,Sri Lanka student vlog,,7210,life-with-sadi,False
UCrF6XEZfuk45pWcQAhrtYKQ,ජිකා ජිකා Prank,Comedy,Sri Lanka prank,LK,68,jikajikaprank,True
UCIfYRJZ7vz4p9wO_u1AwI9g,SRI LANKA MEME,Comedy,Sri Lanka prank,,8,rajanasenesh-e3b,False
UCVga8hUL-cDl-VoMsKo6N5Q,Funny Lanka ,Comedy,Sri Lanka prank,LK,17,funnylanka01,False
UCJ4AkYxYPsyxeWin5fAqVSw,Funny Prank,Comedy,Sri Lanka prank,LK,50,funnyprank_lol,True
UCR4TNhT3Bers8lIfmIucY7Q,SK VLOG,Comedy,Sri Lanka prank,IN,208000,skvlog4735,False
UCHWF_l-xuTe0fNouIdy8ULw,Prank with me SESAME,Comedy,Sri Lanka prank,LK,333,prankwithmesesame3501,True
UC4IThNnvP2Era6RCc6vVrEA,sri lanka prank,Comedy,Sri Lanka prank,,2,srilankaprank,False
UCgf46zjCA3M5EBEHJ4cDLCQ,Prank City,Comedy,Sri Lanka prank,,14,prankcity2611,False
UC9gBG4DN6kII3LIZ3FauRXA,සිසිදු ටීවී 🎉🎉,Comedy,Sri Lanka prank,,4,sisindutv,False
UCdiGwivOErhuFV5uEUWxllw,Prank Lanka,Comedy,Sri Lanka prank,LK,2060,pranklanka4101,True
UCzJV7DUPA14yGs-Zzqou3tg,Laughter Dose,Comedy,Sri Lanka prank,,25,laughterdoselk,False
UCJVVJ5pZyCRNV3AZOIuJf6w,Hamilton,Comedy,Sri Lanka prank,LK,137000,hamilton69,False
UCVDevQUUFFRkP-byPUhMQtA,Ceylon Spider,Comedy,Sri Lanka prank,LK,84000,ceylonspider,True
UCC-T95NVLPx_9kfB9EZgHhA,Smile Prank,Comedy,Sri Lanka prank,US,148,smileprank5665,False
UCVxzuJhGfjhyw1LmRFK9UxQ,Gossip lanka ,Comedy,Sri Lanka prank,LK,33300,gossiplanka25,True
UCAd7_SJ7xjhAFojPem-0q5A,Ceylon Prank,Comedy,Sri Lanka prank,SG,4,ceylonprank9696,False
UCiTh879QPkwYya1Fb8oQylQ,>PODU MAMA 24<,Comedy,Sri Lanka prank,,34,preshanpreshan-f2u,False
UCDtVKJ-ogadrKvymLe7d9LQ,Prank with Sudda,Comedy,Sri Lanka prank,,2060,prankwithsudda,False
UCbL-uhAvXozn_IDoSIvrbAg,SL PRANKS,Comedy,Sri Lanka prank,US,532,slpranks9474,False
UCSaHw8l-dOdlU8RGsIZ2YtA,RSD Prank,Comedy,Sri Lanka prank,,48,rsdprank5121,False
UCgPL5V2N_KEDSyWvMwHt2nw,VIDU,Comedy,Sri Lanka prank,LK,475000,vidu_roasting,False
UC1J6-jWUe7zqpqI4xZbk5Vw,HELLO SRI LANKA,Comedy,Sri Lanka prank,,34,hello_srilanka,False
UCkjcwbJJld7G6dCnfgl6qDA,Pani Comedy,Comedy,Sri Lanka prank,LK,2750,panicomedy-s1u,False
UCUszBVooCRYxy4wE5MQ_mkg,Patta Prank,Comedy,Sri Lanka prank,US,233,pattaprank,False
UCPpFsoW2O_HQbc2vVuUSFfA,Fake Pranks,Comedy,Sri Lanka prank,US,5340,fakeprankssrilanka,False
UCa_ksNZxH8F5K8-T8aCNJIQ,PRANKSRILANKA,Comedy,Sri Lanka prank,,719,pranksrilanka,False
UCHMvKgexn28qHq6QRUK3j_Q,Call Prank Sri Lanka,Comedy,Sri Lanka prank,,8,callpranksrilanka,False
UC-8yEZfdpaQgpOVRsNZY5Sw,pushpe ayya,Comedy,Sri Lanka prank,,21,pushpeayya1417,False
UCYFleXVWEURbSC7bj3sqlPw,ManiYa,Comedy,Sri Lanka prank,LK,504000,maniyaofficial,True
UCRhSeRI5KDgjTEkA-YT23oQ,HAMILTON pRANKS,Comedy,Sri Lanka prank,,0,hamilton-pranks,False
UC4EOaPNYQhUSRmBI-N1EXEg,SL PRANK,Comedy,Sri Lanka prank,LK,992,slprank5086,True
UC9RJ16TwadWgNeobnj7okjg,Dinoyakaz,Comedy,Sri Lanka prank,US,38600,dinoyakaz,False
UCf6o_gAivqqYLTRIh9fahTA,Hina Ina,Comedy,Sri Lanka prank,LK,7280,chuwahabibi,True
UCQL9b2aacFpthH0J-5jKOmg,WEPRANK LANKA,Comedy,Sri Lanka prank,,62,wepranklanka,False
UC2OyEezNlfWZB70W9yPT-xw,Prank Lnaka,Comedy,Sri Lanka prank,LK,2,pranklanka-o3z,True
UC42bGXt-5heQRPXPLsww3Jw, SL Prank Call ,Comedy,Sri Lanka prank,LK,10,slprankcall9150,True
UCXIS2lijUruCqWeRQKQKCSw,Hello Hello,Comedy,Sri Lanka prank,LK,134000,hellohellosrilanka,False
UC1dfhQyj962rwYPVLi3OHLg,B I L L A,Comedy,Sri Lanka prank,LK,708000,billastreaming,False
UCEMJofzKvQjPqt1l5MR5gaw,SL TRISH,Comedy,Sri Lanka prank,FR,142000,sltrish,False
UC1XBIWfev3IF4mbw8SEPM-w,Gaiya,Comedy,Sri Lanka prank,LK,30100,gaiya,True
UCOUtcVl2Rx2a_6hbejfQfoA,Sri lankan prank,Comedy,Sri Lanka prank,,1,srilankanprank8852,False
UCXQnDo6GsoUQaNfW16Tua-w,Prank Sri Lanka with Nieran and Varun,Comedy,Sri Lanka prank,,19,pranksrilankawithnieranand5509,False
UC4i8uopdZamyWsgQ4wfsXIg,Prank Mania,Comedy,Sri Lanka prank,,148,prankmania4783,False
UCxRFfoZTcgmYBFv9PF4gHzw,Lanka Prankz 🇱🇰,Comedy,Sri Lanka prank,,16,lankaprankz,False
UCHNQ1dEBEvNUaOngh4vt-zA,prank video ,Comedy,Sri Lanka prank,,0,prankvideosrilanka,False
UCN9fwTxVJ8x4vttXTkl59Pw,Smile TV,Comedy,Sri Lanka prank,LK,130000,smilebross,True
UCFy_5fSDOJUev25a4flK9bA,Hellow Sri Lanka,Comedy,Sri Lanka prank,GB,1870,hellowsrilanka4888,False
UC4u1g0CCUxvU8-LacEFjNbg,Sinhala Meme Sound Effects,Comedy,Sri Lanka prank,LK,10900,sinhalamemesoundeffects,False
UC7xrvsMum5T4sjuZ2gQrdCw,SL prank,Comedy,Sri Lanka prank,,46,slprank-dq2zt,False
UCxtRIgbzjWxMLnnAxwALSgA,Ceylon In Aussie,Comedy,Sri Lanka roast,,9,ceyloninaussie,False
UC9J4xG65_FKjjUkuMO9-q-w,Mr Unicorn Roast,Comedy,Sri Lanka roast,IN,53,mrunicornroast,False
UCIhGXQNPQkf4lUnJjbIyIiA,RAMSTK,Comedy,Sri Lanka roast,MY,68600,ramstk3,False
UCBuHZERoIKI2lb06kYUeAaQ,Hatharak,Comedy,Sri Lanka roast,,134,hatharak,False
UCA-IWqJKqhCDYcF8yAfKraw,kinura and lishu,Comedy,Sri Lanka roast,LK,3,kinuraandlishu,True
UCNvrY1HYb-cPJTgbji557ig,Eat with Roast Paan,Comedy,Sri Lanka roast,LK,42,eatwithroastpaan5669,True
UCtVDQNGBmS8DTP5fPzM_GmQ,Poorna - The nature girl,Comedy,Sri Lanka roast,GB,1910000,poornathenaturegirl,False
UCAt69FjDjigkOvJ_Wu8FzAg,Chef Ram ,Comedy,Sri Lanka roast,,42,cheframcanada,False
UCcKv0k-KqpdrO5Cgp0ZptzA,Roast Wala,Comedy,Sri Lanka roast,,9,roastwala1556,False
UCsV0gCTr6Fdl-fMpg7_3Zuw,Eco Roast Lanka,Comedy,Sri Lanka roast,LK,12,ecoroastlanka,True
UCFLr608uAey2074UZtRKuaw,Meme Veda,Comedy,Sri Lanka roast,LK,4,memeveda-s3h,True
UCjMz2MoygK_DZ7K7F6jkvMg,ROAST MASTER,Comedy,Sri Lanka roast,IN,202,joytimaladevi,False
UCVbQPNu_6Nu9TnFyIz4oncw,Black line roast,Comedy,Sri Lanka roast,,457,black_line__,False
UCtuma6DHC5jbPkEycDN5dOg,Sri Lanka food ,Comedy,Sri Lanka roast,IN,1,cooking-e3b,False
UCGW5UJrD5jd9XFwzdBclrng,Sri Lankan Spice Cart,Comedy,Sri Lanka roast,,22,srilankanspicecart3545,False
UCGhXFULRXCnjD0O2MIVY0tw,Lankan Roast,Comedy,Sri Lanka roast,,1,lankanroast3x,False
UCdmTZ-J8Mb5SHt3znqiVLIQ,Chef Gai,Comedy,Sri Lanka roast,,2400,chefgai,False
UCoSO-j6an94Gi_EU0EHOYlA,hungry man,Comedy,Sri Lanka roast,JP,13,chama7621,False
UCF9WrLp2w9e24LNYO9Ha_PA,Rita’s Sri Lankan Kitchen,Comedy,Sri Lanka roast,AE,937,ritassrilankankitchen9242,False
UCSIcX89arHkxqoi3aiqN3hw,L O L T A S T I C 🤪,Comedy,Sri Lanka roast,LK,15,thememezy-k1q,True
UC5HK5iZs2UB55Bum9BBbajg,cooking wasthu,Comedy,Sri Lanka roast,LK,81,cookingwasthu,True
UCuQBrQju4PxGwBGRDLOd5XA,FoodNetwork Lanka,Comedy,Sri Lanka roast,GB,2200,foodnetworklanka,False
UCU3lT1SOfd-oGEfEl4Ld3sg,Village Food Srilanka,Comedy,Sri Lanka roast,US,1380,villagefoodsrilanka,False
UC_X_bzZj9NWhdtgawIAdxig,Kavinduni Gawesha,Comedy,Sri Lanka roast,,69,kavindunigawesha-1026,False
UCsGsDaPTOt6VXRPF2FyAJ4g,Great_srilanka_ASMR,Comedy,Sri Lanka roast,LK,3940,great_srilanka_asmr,True
UC4S8pBSh1mDKB_ALLz13ftg,MEME හබ්,Comedy,Sri Lanka roast,,20,dm_ishan,False
UCfLJMFbb0G5hWO3FNcCuf3w,CRAVED by Ashan,Comedy,Sri Lanka roast,US,1630,cravedbyashan,False
UC1PQpgVMhCYeLW0S1PmesfA,The Spicy Gourmet,Comedy,Sri Lanka roast,,5060,thespicygourmet,False
UCnCPZxB4wOewVKBmfxOeVAg,The Lankan Fix | Sri Lankan x British Street Eats ,Comedy,Sri Lanka roast,,34,thelankanfix,False
UCOfyqIdNF3hOkuhqizZhIsA,Katata _ Rasata Kandy,Comedy,Sri Lanka roast,,5,katata_rasatakandy,False
UCDU15pI86BgjGb0hgJ5gpxQ,♥៚𝘚𝘏𝘌𝘋𝘖𝘞 ༻ᴳᴵᴿᴸˢ ꧂☬,Comedy,Sri Lanka roast,,78,nawoddaynethmini,False
UCAJofhb4wEeFTwq13bYQeRA,ERUMA MURUGESHA,Comedy,Sri Lanka roast,IN,252000,erumamurugesha,False
UChKZfI2ePgRuOODPD12qK5w,The Deaf Kitchen: Norway and Sri Lanka,Comedy,Sri Lanka roast,,14,veesinbjrke9333,False
UCdyQzIFaYWsep5HLb8fNmOw,THEE THAMIZHA Film production,Comedy,Sri Lanka roast,LK,33,theetechnical,False
UCUA49jyWLltyDgTC6dwd6Tg,JALLAD,Comedy,Sri Lanka roast,IN,38900,jalladx,False
UCifJEvXNvD8XaK7JMSmnH_w,I am Samaa - The Village Girl,Comedy,Sri Lanka roast,LK,55,iamsamaa-thevillagegirl,True
UC0fOoBadJqqeF_Eg71XQa1w,Shana's Kitchen,Comedy,Sri Lanka roast,,2730,shanaskitchenrecipes,False
UCjAjYEYncnecBeCYAZaIbaQ,Lankan Infused,Comedy,Sri Lanka roast,,50,lankaninfused1183,False
UCgYbRGg6XfrNk7qVNkRFTCA,Flavors of Lanka ,Comedy,Sri Lanka roast,,58,vimukthimadusanka-m1d,False
UCmp5A20vXD9rtEKA-G2rDag,The Mondy Show ,Comedy,Sri Lanka roast,IN,160000,themondyshow,False
UCJ_5slo-oa7bvnyD92m9c0A,The Cooking 2.0,Comedy,Sri Lanka roast,LK,220,thecooking2.0,True
UCAewO1gshtHXVsOdxd03gkw,the roast house ,Comedy,Sri Lanka roast,LK,1150,theroasthouse-p6x,True
UCszOSamM-iZkJbLbY6jCuhg,Chef Roy | Ceylon Reimagined,Comedy,Sri Lanka roast,,42,chefroylk,False
UCgzuvXSE0jyNMp_StRaB4jg,Hanah’s Kitchen,Comedy,Sri Lanka roast,AE,281,hanahskitchen8553,False
UCl6KVQ-N1l8jQJSASl46irg,Critical roast,Comedy,Sri Lanka roast,,21,criticalroast6584,False
UCC9HQipbTsSwAk1Hm-dglgw,Our Little Moments,Comedy,Sri Lanka roast,DE,21,ourlittlemomentsofficial,False
UC4Q0ZtGPhpEu8nQnrzkOAWQ,Sumalka Mendis,Comedy,Sri Lanka roast,,33,lifeofasmalls,False
UClUNxeK8AbP9KmUwnxva9kw,Roast man,Comedy,Sri Lanka roast,,1,roastman4835,False
UCPNK3E1bIpkrgLyMt0pNlPw,Roast the Trend,Comedy,Sri Lanka roast,,12,roastthetrend,False
UCIsE2RY5O1mE0hl67gvDD7w,Tv Sri Lanka,Entertainment,Sri Lanka reality show,LK,2850,tvsrilanka3572,False
UCxJP7fjfHoOT928_29TyB5w,JMK MUSIC TV SRI LANKA,Entertainment,Sri Lanka reality show,LK,481,jmkmusictvsrilanka,True
UCmyEUjIqwiTwx6MFT19FD0g,CTV SRI LANKA,Entertainment,Sri Lanka reality show,LK,354,ctvsrilanka-z8x,True
UCKurrM38zebptCChSC6QpuQ,Amazing TV Sri Lanka,Entertainment,Sri Lanka reality show,LK,597,amazingtvlka,True
UCtBhlCYSLlz2TO9hK93micg,The Voice Kids Sri Lanka,Entertainment,Sri Lanka reality show,LK,471000,thevoicekidssrilanka,True
UCFfmn6avXEk23Jx0PTygxtQ,BNET TV Sri Lanka,Entertainment,Sri Lanka reality show,IT,3210,bnetglobal,False
UCWAOuD-vL-mwdNOAXLpMFsA,Ms tv Sri Lanka,Entertainment,Sri Lanka reality show,LK,5720,mstvsrilanka1510,True
UCfOUrDXyARp_8sSfF_MNyCA,Sri Lanka Reality show,Entertainment,Sri Lanka reality show,,2,srilankarealityshow6250,False
UCY8MMMOhm6-om2MX97fFnpQ,Lanka Business TV,Entertainment,Sri Lanka reality show,LK,207000,lankabusinesstv,True
UCJpM66ypgqDMT-buL1ALuLA,Newsfirst Tamil - Sri Lanka,Entertainment,Sri Lanka reality show,US,725000,newsfirsttamilsl,False
UCourijd_t76uoWtcXdrzwOg,JMK TV SRI LANKA,Entertainment,Sri Lanka reality show,LK,1920,jmktvsrilanka,True
UCoAAGnfgkDNopG8HT31K_3w,Sri Lanka TV shows,Entertainment,Sri Lanka reality show,LK,2,srilankatvshows,True
UC7U8kOuCux__HtphZC4v69g,SRI LANKA TV,Entertainment,Sri Lanka reality show,,196,srilankatv1198,False
UCcspHoBTj_aLhnJLwkMpWHQ,Hiru TV Sri Lanka,Entertainment,Sri Lanka reality show,LK,870000,hirutvsrilanka0,False
UCQii5eghTJ5knI1_reM3xvg,ART Television -Sri Lanka,Entertainment,Sri Lanka reality show,US,7650,arttelevision,False
UCzHCGIaSLRPy2xG6GBIXFYA,Zee TV Sri Lanka,Entertainment,Sri Lanka reality show,LK,2040,zeetvsrilanka7081,True
UCg-VICWIlYCx8oxiSpC1hjA,Sign Sri Lanka TV,Entertainment,Sri Lanka reality show,,1320,signsrilankatv3848,False
UCyhM9-y17fHHp-laYCEvT2g,Parliament of Sri Lanka,Entertainment,Sri Lanka reality show,LK,37900,parliamentofsrilankaofficial,False
UCmMTiEWuJ8t9IC21x5AW1Fg,Hi TV Sri Lanka,Entertainment,Sri Lanka reality show,,10,hitvsrilanka,False
UCn-TGQjyzHIA1EgonmCpr8A,FreedomTV Sri Lanka,Entertainment,Sri Lanka reality show,LK,19100,freedomtvsrilanka,True
UC77VWlbX8K5oUxdYKcI5VeA,MasterChef Sri Lanka,Entertainment,Sri Lanka reality show,,16400,masterchef.srilanka,False
UCNs06A7N1equ01qBP5FS8JQ,Sri Lanka Morning Show,Entertainment,Sri Lanka reality show,AU,6960,srilankamorningshow,False
UCdk5_7EZfPGouBqkuJ4pcuQ,MY TV SRI LANKA,Entertainment,Sri Lanka reality show,LK,364000,mytvsrilanka,True
UCIHiEsw7dCDWVZsr_AXkZHQ,Star Tv Sri Lanka,Entertainment,Sri Lanka reality show,US,5720,startvsrilanka,False
UCLF99j7j_eRD2J8QP_bDPlg,TV Sri Lanka,Entertainment,Sri Lanka reality show,,22,tvsrilankal_k,False
UC7mhtAaF1ESJgCozpoS2lcQ,Derana Teen Star,Entertainment,Sri Lanka reality show,LK,13600,deranateenstarofficial,True
UCciHuEKKB73p626H_kjoZtg,U tv in sri lanka,Entertainment,Sri Lanka reality show,LK,67,utvinsrilanka1608,True
UCtewEIiXqtEGklFsghrTlsA,LAKDIWA TV  SRI LANKA,Entertainment,Sri Lanka reality show,LK,1530,lakdiwatv,True
UCio-g39EKO6PcjPBKEw0eMg,Heritage Television Sri Lanka,Entertainment,Sri Lanka reality show,US,18300,htvsrilanka,False
UCK_aeNDvUo0i-qFqqNijmqA,Samadhi Television  Sri lanka,Entertainment,Sri Lanka reality show,,72,samadhitv-v4d,False
UC792q0zCWxWMAw0tfH_isVA,SL Reality,Entertainment,Sri Lanka reality show,US,15,slreality728,False
UCb19plJyrc7ckoZV29CdtuA,MA TV Sri Lanka,Entertainment,Sri Lanka reality show,GB,1380,matvsrilanka2712,False
UCyrW9aDENkU6G6URdVFwB9g,Fit Life TV Sri Lanka,Entertainment,Sri Lanka reality show,LK,16400,fitlifeproductiontv,True
UCP9fJhndoNodD4Gh787JdvQ,CHANNEL ONE SRI LANKA,Entertainment,Sri Lanka reality show,,451,channelonesrilanka2754,False
UCoQXpCWew0Q3qz6buZYOAFg,TV 1 Sri Lanka ,Entertainment,Sri Lanka reality show,LK,132000,tv1srilanka,True
UCl4MonVoWRx3HqAh3Efw2Jg,Football Sri Lanka TV,Entertainment,Sri Lanka reality show,LK,65600,footballsrilankatv,False
UCLwGhDRoLVfrgon9SQu2tWQ,TV shows SRI LANKA,Entertainment,Sri Lanka reality show,,7,tvshowssrilanka,False
UCOQM5Fb-JjqM61QqA-nlKCg,Gaja TV Sri Lanka,Entertainment,Sri Lanka reality show,,44,gajatvsrilanka,False
UCrWPzTW4EjXNQGcCkCfOvog,Sri Lanka's Got Talent,Entertainment,Sri Lanka reality show,LK,261000,slgtofficial,False
UC73-g-qrPRGRrwIUtnFoHLA,The Lankan Talk Show Starring Sameera Fernando,Entertainment,Sri Lanka talk show,AU,140,thelankantalkshow,False
