video_id,channel_id,title,description,tags,published_at,category_id,category_name,duration,definition,caption,default_audio_language,default_language,thumbnail_url,made_for_kids
cA4yBipKis4,UCckltLEhFLv8Xz_lQhYfwmg,වීදි සතුන්ගේ අර්බුදයට අගමැතිනියගෙන් විසඳුමක් - ''මොන තනතුරු දැරුවත් ගෙදර ගියාම මම ඔවුන්ගේ සේවකයෙක්'',"වීදි සතුන්ගේ අර්බුදයට අගමැතිනියගෙන් විසඳුමක් - ''මොන තනතුරු දැරුවත් ගෙදර ගියාම මම ඔවුන්ගේ සේවකයෙක්"" - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-17T15:02:20Z,25,News & Politics,PT1M47S,hd,false,si,si,https://i.ytimg.com/vi/cA4yBipKis4/hqdefault.jpg,False
tZ8hla_qTxQ,UCdvzidU6j1UdUBhaEw-LLuQ,සියදිවි හානි කරගත් පොලිස්පතිවරයා ගැන හෙළිදරව්ව| වෙ#ඩි වැදීමට හේතුව! භයානක තත්වයක්? බිහිසුණු සිදුවීම!,"⚠️ සැලකිල්ලට ගන්න: මෙම වීඩියෝව මහජන අවධානයට ලක්ව ඇති සිදුවීමක් සහ ඒ සම්බන්ධයෙන් පළ වූ වාර්තා, විවිධ අදහස් සහ විශ්ලේෂණාත්මක සාකච්ඡා පමණක් ඉදිරිපත් කරයි. සත්‍යාපිත නොවූ තොරතුරු සත්‍යයක් ලෙස ප්‍රකාශ කිරීම මෙහි අරමුණ නොවේ.

සියදිවි හානියෙන් මියගිය පොලිස්පතිවරයා සම්බන්ධයෙන් මේ වන විට රට පුරා විවිධ ප්‍රතිචාර සහ සාකච්ඡා ඇති වී තිබේ. මෙම වීඩියෝවෙන් ඒ පිළිබඳ පළ වූ තොරතුරු, ජනතා අදහස්, සමාජයේ ඇතිව තිබෙන තත්ත්වය සහ විවිධ විශ්ලේෂණයන් පිළිබඳව ඔබට පැහැදිලි අවබෝධයක් ලබාදීමට උත්සාහ කරයි.

🔥 ලෝකය උණුසුම් වෙයි! ලංකාවට මොනවා වෙයිද? ප්‍රධාන චරිතක්? අගෝස්තු පොළොව දෙදරා රටම හඬවන අනාවැකිය! ජුලි 20ට කලින් ලග්න 4ට සල්ලි වැස්සක්!

මෙම වීඩියෝවෙන් ශ්‍රී ලංකාව, ලෝකයේ වෙනස්වන තත්ත්වයන්, ජ්‍යෝතිෂ්‍යය, ග්‍රහ බලපෑම් සහ ලග්න අනුව කියවෙන අදහස් පිළිබඳ සාකච්ඡාවක් ඉදිරිපත් කරයි. ජුලි 20ට පෙර වාසනාව ලැබිය හැකි ලග්න, අගෝස්තු මාසය සම්බන්ධයෙන් ප්‍රචලිත අනාවැකි සහ ආධ්‍යාත්මික දෘෂ්ටිකෝණයන් පිළිබඳව දැනගැනීමට මෙම වීඩියෝව නරඹන්න.

👍 වීඩියෝව ප්‍රයෝජනවත් නම් Like කරන්න.
🔔 අලුත් වීඩියෝ නොමිස් වීමට Subscribe කරන්න.
💬 ඔබගේ අදහස Comment කරන්න.
📤 මෙම වීඩියෝව ඔබගේ මිතුරන් සමඟ Share කරන්න.

මෙම වීඩියෝවේ අන්තර්ගතය ජ්‍යෝතිෂ්‍යමය සහ ආධ්‍යාත්මික අදහස් මත පදනම් වූ සාකච්ඡාවක් වන අතර, එය තහවුරු කළ ප්‍රවෘත්තියක් හෝ විද්‍යාත්මක අනාවැකියක් ලෙස සැලකිය නොහැක.

#DhanushVlogsSL #SinhalaAstrology #SriLanka #ජ්‍යෝතිෂ්‍යය #ලග්නපලාපල #අනාවැකි #Horoscope #Astrology #Sinhala #SriLankanYouTuber #Spiritual #Jyothishaya #Lagna #TrendingSriLanka #viralsinhala 
#DhanushVlogsSL #අනාවැකි #අගෝස්තුඅනාවැකිය #ජ්‍යෝතිෂය #ලග්නපලාපල #ලග්න #විශ්වශක්තිය #විශ්වබලය #ගුරුකම් #යන්ත්‍රමන්ත්‍ර #ආධ්‍යාත්මික #AstrologySinhala #SinhalaAstrology #SriLankaAstrology #HoroscopeSinhala #LagnaPalapala #Predictions2026 #ElNino #SriLanka #ViralSinhala #sinhalayoutuber 

#ජෝතිෂ්‍ය
#අනාවැකි
#පොසොන්පෝය
#එල්නිනෝ
#ශ්‍රීලංකාව
#ලංකාවේඅනාවැකි
#2027
#නවආණ්ඩුව
#ජනාධිපති
#රටමකැළඹෙනවා
#ලග්නපලාපල
#SinhalaAstrology
#SriLanka
#Astrology
#SinhalaNews
#SriLankaNews
#DhanushVlogsSL
#ViralSriLanka
#TrendingSriLanka
#YouTubeSriLanka #වික‍්‍රමආරච්චිවෙදමහත්තයා
#වික‍්‍රමආරච්චි
#වෙදමහත්තයා
#වික‍්‍රමආරච්චිඅනාවැකි
#ජෝතිෂ්‍යඅනාවැකි
#ශ්‍රීලංකාජෝතිෂ්‍ය
#පොසොන්පෝය
#එල්නිනෝ
#2027අනාවැකි
#නවආණ්ඩුව
#අලුත්ජනාධිපති
#රටමකැළඹෙනඅනාවැකිය
#ලග්නපලාපල
#SinhalaAstrology
#SriLankaAstrology
#WikramaArachchi
#WikramaArachchiWedamahaththaya
#SriLankaPredictions
#DhanushVlogsSL
#ViralSriLanka
#TrendingSriLanka  Sri Lanka astrology, Sinhala lagna palapala, sinhala aluth avurudu 2026 predictions.

lagna palapala 2026
sinhala aluth avurudu 2026
2026 lagna palapala
sinhala astrology
lagna palapala sinhala
2026 sinhala astrology
aluth awurudu lagna palapala
sinhala horoscope 2026
 Dhanush Vlog SL

sri lanka predictions
2026 sri lanka future
lanka astrology
lanka predictions 2026
sri lanka news
world war predictions
diyasen prophecy
sri lanka future 2030
lanka trending news
dhanush vlog sl
lanka youtube trending
sri lanka astrology sinhala
future predictions sinhala

#lanka
#srilanka
#2026predictions
#lankapredictions
#astrology
#lankayouth
#lankanews
#dhanushvlogsl
#lankatrending
#srilankayoutube
#futureprediction
#worldnews
#lankatruth

👉 sinhala jothishya
👉 lagna palapala
👉 sri lanka astrology

 #ලග්න #ජෝතිෂ්‍ය #SinhalaJothishya #ධනවාසනාව #සල්ලිවාසනාව
#LuckySigns #SinhalaYouTube #ViralSinhala #DhanushVlog#lokugurunnanse
#AugustAstrology#ලග්න
#ලග්න5
#ජෝතිෂ්‍ය
#SinhalaJothishya
#HoroscopeSinhala
#SriLankaAstrology
#SinhalaHoroscope
#AstrologyUpdate

sinhala astrology
lanka lagna palapala
2026 2030 predictions
sri lanka future predictions
lagna palapala sinhala
sinhala youtube astrology
lagna 5 dhanayogaya
astrology sinhala 2026
sri lanka astrology predictions
lagna palapala today
#trendingnow 
#ViralSinhala
#SinhalaYouTube
#DhanushVlog
#SriLankaTrending
#ExplorePage
#FYP
#YouTubeSriLanka #ලග්න #ජෝතිෂ්‍ය #SinhalaJothishya #සල්ලිවාසනාව #ධනවාසනාව 
#LuckySigns #LotteryLuck #SinhalaHoroscope 
#TrendingNow #ViralSinhala #DhanushVlog#palapala,december lagna palapala,daily horoscope today,
sinhala trending songs,astrologer tips,sri lanka prediction,dhanu lagna weekly horoscope,how to analyse lagna chart,
makara rasi life prediction,
#astrology#2024lagnapalapala
#Soratha_Himi #dhanushvlogssl#dhanushvlog#danushvlog
#Dhanush# #trending #viral #foryou #fyp #Astrology#ArthurClarke #SinhalaNews​#Predictions #Arthur_C_Clarke_Predictions#trending #viral #foryou #fyp #money 
#News
#dhanushvlogssl#dhanushvlog#danushvlog
#Dhanush
danushka vlogs,dhanush vlogs,danush vlog
,danush vlogs,diyasen ,  danushka vlogs,dhanush vlogs,danush vlog,
,danush vlogs#thissamaharama_soratha_himi
#SubaLagna  
#Jothishya  
#888Rahasya  
#08August  
#SinhalaAstrology  
#LagnaPalapala  
#VishwaShakthiya",Dhanush Vlogs SL|sinhala astrology|sri lanka astrology|sinhala horoscope|jyothishaya|lagna palapala|sinhala anawaki|anawaki|sinhala predictions|2026 astrology|sri lanka news|sinhala spiritual|sinhala prophecy|lagna 4|salli wassak|july 20 lagna|august prophecy|sinhala youtube|trending sinhala|sinhala viral|dhanush vlogs|jyothirwedi|sinhala panchanga|astrology sri lanka|sinhala lagna|spiritual sri lanka,2026-07-17T06:07:44Z,22,People & Blogs,PT44M17S,hd,false,si,si,https://i.ytimg.com/vi/tZ8hla_qTxQ/hqdefault.jpg,False
1G0tkfDj-wM,UCQTcNhAZidy1i9wwmdgf2Lw,මං මහා පවුකාරයෙක් #ITN #ITNSriLanka #ITNDigital #Visekari,"Watch ITN Programmes & More Updates at https://www.itn.lk

#ITN #ITNSriLanka #ITNDigital #Visekari

ITN ON SOCIAL
Follow on Facebook : https://www.facebook.com/ITNSriLanka
Subscribe on YouTube : http://bit.ly/SubscribeITNSriLanka
Follow on Instagram : https://www.instagram.com/itn.srilanka
Follow on X : https://www.x.com/ITNSriLanka

© 2025 by Independent Television Network Ltd.
All rights reserved. No part of this video may be reproduced or transmitted in any form or by any means, electronic, mechanical, recording, or otherwise, without prior written permission of Independent Television Network Ltd.",itn|sri|lanka|programmes|sinhala|tv|lankan|independent|television|network|Visekari|Wisekari|Srilanka Teledrama|itn drama|new teledrama|itn 9.00|sinhala drama|sri lanka drama|9.00 new drama|Jagath Rasnayaka|Tharindi Fernando|Yash Weerasinghe|Chanuka Prabuddha|Nimanthi Porage|Vishwa Kodikara|Maheshi Madusanka|Sandani Fernando|Dilukshi|Sandaruwan Jayasinghe|wisekari,2026-07-17T11:00:35Z,24,Entertainment,PT2M22S,hd,false,si,en,https://i.ytimg.com/vi/1G0tkfDj-wM/hqdefault.jpg,False
NPx1O0ETuMI,UCn0XmAUFv6d2tofMFEesSNw,"යාළුවා වෙනුවෙන්, මරාගෙන මැරෙන කොල්ලෝ 🫡💖","ලංකාවේ ජනප්‍රියම ටෙලිනාට්‍යය සහ වැඩසටහන් නැරඹීමට #SirasaTV Youtube නාලිකාව දැන්ම Subscribe කරන්න 
👉 www.youtube.com/@SirasaOfficial

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡 
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 - https://www.facebook.com/sirasatvlk
*𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 - https://www.instagram.com/sirasatv.lk 
*𝗧𝗶𝗸𝗧𝗼𝗸 - https://www.tiktok.com/@sirasatv
*𝗧𝘄𝗶𝘁𝘁𝗲𝗿 - https://www.twitter.com/sirasatvlk 
*𝗪𝗲𝗯 - https://www.sirasatv.lk

#SirasaTV #ThePeoplesChannel #lka",sirasa tv|sirasa tv youtube|sirasa tv live,2026-07-17T06:16:31Z,24,Entertainment,PT27S,hd,false,si,si,https://i.ytimg.com/vi/NPx1O0ETuMI/hqdefault.jpg,False
R4idVpqpKLw,UCCK3OZi788Ok44K97WAhLKQ,Global Angle | යුද්ධයෙන් රතු මුහුදත් වැසෙයි?  | 2026.07.17 | Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

🔴LIVE | Global Angle |  | 2026.07.17

#GlobalAngle #CurrentAffairs #WorldNews

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews",AdaDerana|News|TvDerana|Sri Lanka|Colombo News|sri lanka news|news today|news derana|news ada derana|ada derana news|news sri lanka|news now|adaderananews|ada derana|latest news|derana news|today news|2026,2026-07-17T09:33:17Z,25,News & Politics,PT20M25S,hd,false,si,si,https://i.ytimg.com/vi/R4idVpqpKLw/hqdefault.jpg,False
AP0B1E_55_0,UCRDDfbYPHX_GUJ4lcQYTc8A,අක්කා වගේනම් නෙමෙයි මල්ලි! 😒| Iskole,"අක්කා වගේනම් නෙමෙයි මල්ලි! 😒| Iskole
Episode 👉 https://youtu.be/eip6fL_DuJU

Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #iskole",TV Derana|Derana TV|Derana Teledramas|DeranaLK|TV Derana Offcial|Derana Programs|Derana Entertainment|Derana Viral Clips|Tv Derana New|iskole|iskole teledrama|iskole teledrama today|iskole teledrama yesterday|iskole teledrama tv derana|iskole teledrama today episode|iskole teledrama actress name|iskole teledrama all episodes|Danushka Jayarathna|Hirushi Perera|Sangeetha Basnayake|Thulanga Jayakodi.,2026-07-17T09:44:09Z,24,Entertainment,PT1M17S,hd,false,en,si,https://i.ytimg.com/vi/AP0B1E_55_0/hqdefault.jpg,False
WDws2zvPmKY,UCn0XmAUFv6d2tofMFEesSNw,කවුද මේක පිටිපස්සෙ ඉන්නෙ 🤨,"ආලේ මුල සිට නරඹන්න
👉 https://www.sirasa.lk/r3wv3A

ලංකාවේ ජනප්‍රියම ටෙලිනාට්‍යය සහ වැඩසටහන් නැරඹීමට #SirasaTV Youtube නාලිකාව දැන්ම Subscribe කරන්න 
👉 www.youtube.com/@SirasaOfficial

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡 
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 - https://www.facebook.com/sirasatvlk
*𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 - https://www.instagram.com/sirasatv.lk 
*𝗧𝗶𝗸𝗧𝗼𝗸 - https://www.tiktok.com/@sirasatv
*𝗧𝘄𝗶𝘁𝘁𝗲𝗿 - https://www.twitter.com/sirasatvlk 
*𝗪𝗲𝗯 - https://www.sirasatv.lk

#SirasaTV #ThePeoplesChannel #lka",sirasa tv|sirasa tv youtube|sirasa tv live|drama promo|latest promo|sirasa drama|drama trailer|drama clips|travel|sinhala|sirasa tv drama|viral clips|viral videos|sirasa tv digital|sirasa live|latest promos|sneak peek|web clips|daily soaps|drama|latest|sirasa today|sirasa promo|sirasa trailers|promo|drama scenes|sinhala drama|suhandi new drama|yash teledrama|latest clips|best scene|Aaley|ආලේ|Aaley sirasa tv|Aaley teaser|Aaley trailer|aale,2026-07-17T01:30:27Z,24,Entertainment,PT45S,hd,false,si,si,https://i.ytimg.com/vi/WDws2zvPmKY/hqdefault.jpg,False
ms44or_V1AE,UCOtYyt7W5PmPnwQjWWF_Z-Q,දරුවෝ කියන්නේ දෙමව්පියන්ට සම්පතක්...,"දරුවෝ කියන්නේ දෙමව්පියන්ට සම්පතක්...

𝗙𝗨𝗟𝗟 𝗘𝗣𝗜𝗦𝗢𝗗𝗘 👉 https://hiru.lk/2dMS09
Akurata Yana Welawe - අකුරට යන වෙලාවේ | සතියේ දින පහේම රාත්‍රී 7.30 ට හිරු TV තුළින්....


#HiruTV #HiruTVLK #HiruTVDigital #AkurataYanaWelawe",hiru tv|hiru tv digital|hiru tv sri lanka|hiru tv live|hiru tv official|hiru tv lk|hiru tv dramas|hiru tv teledramas|dramas hiru tv|teledramas hiru tv|hiru dramas|hiru teledramas|hiru tv programs|hiru tv drama clips|paata kurullo|hiru tv paata kurullo|ron soyaa|hiru tv ron soyaa|akurata yana welawe|podi waddo|happy hour|agara dagara|copy chat|Hiru Kumaru Adare Genalla|Amma|Tharu Adare|Sri Lanka Teledrama|Hiru TV Teledrama,2026-07-17T17:31:48Z,24,Entertainment,PT3M10S,hd,false,si,si,https://i.ytimg.com/vi/ms44or_V1AE/hqdefault.jpg,False
zLPeDGGjVu8,UCRDDfbYPHX_GUJ4lcQYTc8A,Husmak Lagin (හුස්මක් ලඟින්) | Episode 48 | 17th July 2026 | TV Derana,"Husmak Lagin (හුස්මක් ලඟින්) | Episode 48 | 17th July 2026 | TV Derana

Director : Shriyantha Prasad Rathnayake

Script : Niduk Madushika

Produce : Sri Ni Creation

Cinematography : Indika Anuruddha Naluwattegama

Editor : Chandana Sonnadara

Music : Chathurangana De Silva

Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #HuskmakLagin #newteledrama",TV Derana|Derana TV|Derana Teledramas|DeranaLK|TV Derana Offcial|Derana Programs|Derana Entertainment|Derana Viral Clips|Tv Derana New|Husmak Lagin|Keshan Shasheendra|Nayanathara Wickramarachchi|Sanath Wimalasiri|Sampath Perera|Anurudhdhika Padukkage|Buddhika Rabukwella|Shashrika Semini|Lakshith Rodrigo|Nimal Jayasinghe|Vilman Sirimanne|New Teledrama|Husmak Lagin Teledrama|Husmak Lagin (හුස්මක් ලඟින්) | Episode 48 | 17th July 2026 | TV Derana,2026-07-17T15:30:07Z,24,Entertainment,PT20M5S,hd,false,en,en,https://i.ytimg.com/vi/zLPeDGGjVu8/hqdefault.jpg,False
PSgT8N5SFlo,UCQTcNhAZidy1i9wwmdgf2Lw,Visekari (විසේකාරී) | Episode 450 - (2026-07-17) | ITN,"Visekari (විසේකාරී) | Episode 450
#ITN #ITNSriLanka #ITNDigital #Visekari #Episode450

Watch ITN Programmes & More Updates at https://www.itn.lk

ITN ON SOCIAL
Follow on Facebook : https://www.facebook.com/ITNSriLanka
Subscribe on YouTube : http://bit.ly/SubscribeITNSriLanka
Follow on Instagram : https://www.instagram.com/itn.srilanka
Follow on X : https://www.x.com/ITNSriLanka

© 2026 by Independent Television Network Ltd.
All rights reserved. No part of this video may be reproduced or transmitted in any form or by any means, electronic, mechanical, recording, or otherwise, without prior written permission of Independent Television Network Ltd.",itn|sri|lanka|programmes|sinhala|tv|lankan|independent|television|network|Visekari|Wisekari|Srilanka Teledrama|itn drama|new teledrama|itn 9.00|sinhala drama|sri lanka drama|9.00 new drama|Jagath Rasnayaka|Tharindi Fernando|Yash Weerasinghe|Chanuka Prabuddha|Nimanthi Porage|Vishwa Kodikara|Maheshi Madusanka|Sandani Fernando|Dilukshi|Sandaruwan Jayasinghe,2026-07-17T15:40:07Z,24,Entertainment,PT24M22S,hd,false,si,en,https://i.ytimg.com/vi/PSgT8N5SFlo/hqdefault.jpg,False
DZh7L2Qr8rg,UCT83ymyAGm7Gnk_4ifxjxIA,හිතින් වගේම ගතින් අපි බැදෙමු,"Watch More : https://bit.ly/3ejZQRB

© 2026 by @Sri Lanka Rupavahini  
All rights reserved. No part of this video may be reproduced or transmitted in any form or by any means, electronic, mechanical, recording, or otherwise, without prior written permission of Sri Lanka Rupavahini Corporation.
----------------------------------------------------------------------------------------------
සියළුම හිමිකම් ඇවිරිණි.
නැවත පළ කිරීම, විකිණීම තහනම්ය.
----------------------------------------------------------------------------------------------
Follow on Us: 
================================================
Message on Us     : https://m.me/srilankarupavahini
Official Website     :  http://www.rupavahini.lk/channel1
Official Facebook  :  https://www.facebook.com/srilankarupavahini
Official Instagram  :  https://www.instagram.com/sri_lanka_rupavahini
Official Twitter        :  https://twitter.com/rupavahinitv
Official Tik Tok        : https://www.tiktok.com/@rupavahini_corporation
Music Channel        : https://www.youtube.com/@RooTunes
News Channel         : https://www.youtube.com/@Rupavahini_News
Rupavahini Plus      : https://www.youtube.com/@RUPAVAHINIPLUS
Nugasewana YouTube : https://www.youtube.com/@Nugasewana
Education Channel  : https://www.youtube.com/@JathikaPasala
24x7 LIVE Stream   : https://www.youtube.com/@rupavahiniLiveStream
--------------------------------------------------------------------------------------------------------------------
#SriLanka #Rupavahini #RupavahiniTV
La televisión de canal nacional en Sri Lanka",rupavahini|sri lanka rupavahini|rupavahini tv|sri lanka|sinhala|rupavahini teledrama|jathika rupavahini|sri lanka rupavahini youtube|rupavahini live|rupavahini live stream|rupavahini channel,2026-07-17T07:04:29Z,24,Entertainment,PT1M9S,hd,false,si,si,https://i.ytimg.com/vi/DZh7L2Qr8rg/hqdefault.jpg,False
xRszkPi0taY,UCckltLEhFLv8Xz_lQhYfwmg,රනිල් උපුල්වන් දේවාලයට එයි පඬුරකුත් ගැටගහයි - Hiru News,"රනිල් උපුල්වන් දේවාලයට එයි පඬුරකුත් ගැටගහයි - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-17T12:50:19Z,25,News & Politics,PT5M5S,hd,false,si,si,https://i.ytimg.com/vi/xRszkPi0taY/hqdefault.jpg,False
TPA_EZDpggw,UCOtYyt7W5PmPnwQjWWF_Z-Q,නේත්‍රා එක්ක අමාරුයි යශ්,"නේත්‍රා එක්ක අමාරුයි යශ්

𝗙𝗨𝗟𝗟 𝗘𝗣𝗜𝗦𝗢𝗗𝗘 👉 https://hiru.lk/0DJsgQ
Aththamai Man Oyata Adarei - ඇත්තමයි_මං_ඔයාට_ආදරෙයි | සතියේ දින පහේම රාත්‍රී 9.00 ට හිරු TV තුළින්...

#AththamaiManOyataAdarei #ඇත්තමයි_මං_ඔයාට_ආදරෙයි  #HiruTV #HiruTVDigital",hiru tv|hiru tv digital|hiru tv sri lanka|hiru tv live|hiru tv official|hiru tv lk|hiru tv dramas|hiru tv teledramas|dramas hiru tv|teledramas hiru tv|hiru dramas|hiru teledramas|hiru tv programs|hiru tv drama clips|paata kurullo|hiru tv paata kurullo|ron soyaa|hiru tv ron soyaa|akurata yana welawe|podi waddo|happy hour|agara dagara|copy chat|Hiru Kumaru Adare Genalla|Amma|Tharu Adare|Sri Lanka Teledrama|Hiru TV Teledrama,2026-07-17T17:30:24Z,24,Entertainment,PT3M52S,hd,false,si,si,https://i.ytimg.com/vi/TPA_EZDpggw/hqdefault.jpg,False
Uyz3XXMLNTE,UCckltLEhFLv8Xz_lQhYfwmg,ඩොලරය ඊයේ රු.341 පනී මේ වසරේ මෙතෙක් රුපියල 7.9%කින් බාල්දු වෙලා  -  Hiru News,"ඩොලරය ඊයේ රු.341 පනී මේ වසරේ මෙතෙක් රුපියල 7.9%කින් බාල්දු වෙලා  -  Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-17T04:26:45Z,25,News & Politics,PT51S,hd,false,si,si,https://i.ytimg.com/vi/Uyz3XXMLNTE/hqdefault.jpg,False
IMxkeWdQvoI,UCCK3OZi788Ok44K97WAhLKQ,නමගිය පෞද්ගලික රෝහල්වල බාල වැඩ - කල් ඉකුත්වූ රසායනික ද්‍රව්‍ය හා උපකරණ තොග පිටින් හසුවෙයි|Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

නමගිය පෞද්ගලික රෝහල්වල බාල වැඩ - කල් ඉකුත්වූ රසායනික ද්‍රව්‍ය හා උපකරණ තොග පිටින් හසුවෙයි - පාරිභෝගික කටයුතු අධිකාරියෙන් නඩු

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews",AdaDerana|News|TvDerana|Sri Lanka|Colombo News|sri lanka news|news today|news derana|news ada derana|ada derana news|news sri lanka|news now|adaderananews|ada derana|latest news|derana news|today news|2026|Private Hospital,2026-07-17T09:34:32Z,25,News & Politics,PT2M13S,hd,false,si,si,https://i.ytimg.com/vi/IMxkeWdQvoI/hqdefault.jpg,False
4MLJ8eniNcU,UCAH7R88V7gz7RqJv78nNOzg,ගෑණුන්ගෙ පත්තිනි ටෝක් 🙄,"Watch the latest teledramas on the Swarnavahini YouTube Channel featuring full episodes of the best Sri Lankan daily drama updates! 🔥

Subscribe now and turn on notifications! 👇
🔗 https://www.youtube.com/channel/UCaIc6SgS90ud_RgMSC6hW_w?sub_confirmation=1

🔹 Watch the Full Playlist: https://www.youtube.com/playlist?list=PLB-GuAsjHIZb4WaDI5iJvucCeak8VKgA_

🌐 FOLLOW US:
🔹 Facebook: https://www.facebook.com/swarnavahini
🔹 Instagram: https://www.instagram.com/swarnavahini.tv
🔹 TikTok: https://www.tiktok.com/@swarnavahinisl
🔹 Website: https://swarnavahini.lk

© 2026 Swarnavahini. All Rights Reserved.

#Jahuta #ජහුටා #Swarnavahini #SwarnavahiniDrama #SinhalaTeledrama",swarnavahini|swarnavahini tv|swarnavahini shorts|swarnavahini live|best scenes|swarnavahini digital|swarnavahini teledramas|drama clips|best sinhala teledramas|sri lankan drama|sri lanka drama|new sinhala teledrama|best moments|best clips|best scene|drama recap|new drama|viral videos|best drama|drama series|viral video|new video|latest drama|promo|sinhala teledrama|sinhala drama|best sinhala teledrama|jahuta|jahuta today|jahuta teledrama,2026-07-17T13:00:06Z,24,Entertainment,PT4M2S,hd,false,si,si,https://i.ytimg.com/vi/4MLJ8eniNcU/hqdefault.jpg,False
RhyK-9Kx4JY,UCAH7R88V7gz7RqJv78nNOzg,රෑට රෑට රිංගන කෙල්ල 😏 | Best Scenes - Aluth Sir | Episode 45 | Swarnavahini,"Watch the latest teledramas on the Swarnavahini YouTube Channel featuring full episodes of the best Sri Lankan daily drama updates! 🔥

Subscribe now and turn on notifications! 👇
🔗 https://www.youtube.com/channel/UCaIc6SgS90ud_RgMSC6hW_w?sub_confirmation=1

🔹 Watch the Full Playlist: https://www.youtube.com/playlist?list=PLB-GuAsjHIZaCeuu-RKIG3tmOKbsnaopS

🌐 FOLLOW US:
🔹 Facebook: https://www.facebook.com/swarnavahini
🔹 Instagram: https://www.instagram.com/swarnavahini.tv
🔹 TikTok: https://www.tiktok.com/@swarnavahinisl
🔹 Website: https://swarnavahini.lk

© 2026 Swarnavahini. All Rights Reserved.

#AluthSir #අලුත්සර් #Swarnavahini #SwarnavahiniDrama #SinhalaTeledrama",swarnavahini|swarnavahini tv|swarnavahini live|swarnavahini digital|swarnavahini teledramas|sinhala teledrama|new drama|drama|drama clips|youtube shorts|best sinhala teledramas|new sinhala teledrama|new video|today episode|sri lankan drama|sinhala drama|sri lanka drama|viral video|shorts video|viral shorts|best drama|drama new|shorts|swarnavahini shorts|best scene|sneak peek|aluth sir|aluth sir teledrama,2026-07-17T12:30:06Z,24,Entertainment,PT3M54S,hd,false,si,si,https://i.ytimg.com/vi/RhyK-9Kx4JY/hqdefault.jpg,False
